Company,Sector,Quarter,Speaker,Title,Role,Categories,Quantified,Sentiment,Quote
CRM,Application Software,2024Q4,Kirk Materne,Analyst,Analyst,Uncategorized,No,0.5,"I don't know if Brian or Marc wants to take this one, but we realize AI is applicable to every industry."
CRM,Application Software,2024Q4,Marc Benioff,Chair and CEO,Executive,"AI-Enhanced Feature, Risk/Regulatory",No,0.8,"At the end of the day, we know AI is advancing rapidly."
CRM,Application Software,2024Q4,Marc Benioff,Chair and CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.8,"This is AI revolution, it's a data revolution."
CRM,Application Software,2024Q4,Michael Spencer,Executive Vice President of Finance and Strategy and Investor Relations,Executive,Uncategorized,No,0.7,"As customers enhance their AI capabilities and deepen their understanding of the economic implications, our pricing will reflect that."
CRM,Application Software,2024Q4,Brian Millham,President and Chief Operating Officer,Executive,AI Infrastructure,No,0.5,"We want to be able to deliver Data Cloud and AI at all levels, in all segments."
CRM,Application Software,2025Q1,Marc Benioff,Chair and CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.9,First is our incredible financial transformation as you can see from the numbers today and the second is the incredible work that's happening with artificial intelligence.
CRM,Application Software,2025Q1,Brian Millham,President and Chief Operating Officer,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.8,"As Marc said, we're incredibly well positioned for this AI transformation."
CRM,Application Software,2025Q1,Amy Weaver,President and Chief Financial Officer,Executive,"Internal Automation, AI Infrastructure",Yes,0.2,"Our new offerings for small and medium businesses, Starter and Pro Suite, which are ready-to-use simplified solutions with AI built in, are building momentum."
CRM,Application Software,2025Q1,Marc Benioff,Chair and CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.8,"The AI transformation is fundamentally changing how we engage with software, as well as the algorithms and data models that underpin AI."
CRM,Application Software,2025Q1,Kirk Materne,Analyst,Analyst,Uncategorized,No,0.2,"But I was just kind of curious, when we think about this measured buying environment, is there any sort of crowding effect around AI that's impacting software in your view, meaning when you think about all these companies starting to gear up for this next platform shift."
CRM,Application Software,2025Q1,Marc Benioff,Chair and CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.7,AI is projected to be our growth driver moving forward.
CRM,Application Software,2025Q1,Brian Millham,President and Chief Operating Officer,Executive,"Internal Automation, AI Infrastructure",Yes,0.5,"Marc mentioned earlier that 75% of the benefits of Gen AI will come from the front office, and we're currently experiencing that in the demand from our customers and the pipelines we're establishing."
CRM,Application Software,2025Q1,Marc Benioff,Chair and CEO,Executive,"Internal Automation, AI Infrastructure",No,0.6,"As you know, we've integrated these products into a cohesive offering, which enhances our ability to leverage future artificial intelligence."
CRM,Application Software,2025Q1,Marc Benioff,Chair and CEO,Executive,Uncategorized,No,0.5,"Many newcomers to our industry over the last five to ten years require substantial training and skill development, especially as we embrace new technologies like artificial intelligence, Generative AI, and data capabilities."
CRM,Application Software,2025Q1,Kash Rangan,Analyst,Analyst,Uncategorized,No,0.2,"And how confident are you that this generative AI, which is causing an upheaval in that whole tech stack is not something to take lightly?"
CRM,Application Software,2025Q1,Marc Benioff,Chair and CEO,Executive,Internal Automation,No,0.7,"First, using OpenAI over the past year has been remarkable, especially with the latest release where I can really interact with it."
SBAC,Telecom Tower REITs,2024Q2,Brendan Cavanagh,CEO,Executive,"Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.7,We also expect that the eventual incorporation of new Generative AI capabilities into handsets will further increase network consumption.
SBAC,Telecom Tower REITs,2024Q3,Brendan Cavanagh,CEO,Executive,Risk/Regulatory,Yes,0.8,"Other growth drivers, which we have discussed before, such as fixed wireless access, the incorporation of new generative AI capabilities into handsets, regulatory build-out commitments and remaining 5G coverage expansion will all contribute to a healthy network investment environment over the next s"
SBAC,Telecom Tower REITs,2024Q4,Brendan Cavanagh,President and CEO,Executive,"AI Infrastructure, Risk/Regulatory",Yes,0.8,"Fixed wireless access, the incorporation of next-gen AI applications and handsets, regulatory buildout requirements, and remaining 5G coverage expansion are expected to contribute to ongoing network investments."
SBAC,Telecom Tower REITs,2024Q4,Ric Prentiss,Analyst,Analyst,AI Infrastructure,No,0.0,"But when you think about AI, you touched on in your opening remarks, when and how will AI affect towers?"
SBAC,Telecom Tower REITs,2024Q4,Brendan Cavanagh,President and CEO,Executive,Internal Automation,No,0.5,We do believe there will be a positive impact from the integration of generative AI functionalities into handsets.
SBAC,Telecom Tower REITs,2025Q1,Brendan Cavanagh,President and Chief Executive Officer,Executive,Internal Automation,No,0.5,"As we incorporate AI and other advancements into our solutions, we will seek efficiencies in how we operate these processes."
SLB,Oil & Gas Equipment & Services,2023Q4,Olivier Le Peuch,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.9,"As a result, we achieved full year digital revenue of more than $2 billion with our new technology platforms comprised of cloud, edge, and AI, growing at a CAGR of 60% since 2021."
SLB,Oil & Gas Equipment & Services,2023Q4,Olivier Le Peuch,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.9,"And I think this relates to the adoption of Delfi, indeed, adoption of a number of users, the use of cloud compute on our Delfi platform and the use of additional hedge or AI capability that we offer to customers."
SLB,Oil & Gas Equipment & Services,2024Q1,Olivier Le Peuch,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.9,"In this context, there are certain priorities that are increasingly critical to our customers: project life-cycle reduction, particularly in exploration & appraisal to accelerate time to first gas or first oil; capital efficiency in the development phase to set new benchmarks in every basin; steps t"
SLB,Oil & Gas Equipment & Services,2024Q1,Olivier Le Peuch,CEO,Executive,"Internal Automation, AI Infrastructure",No,0.8,"You will see ongoing announcements related to digital operations, cloud adoption for geoscience workflows, and in data and AI, reflecting the variety of what we've introduced this quarter."
SLB,Oil & Gas Equipment & Services,2024Q2,Olivier Le Peuch,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.9,"Finally, underpinning nearly everything we do is the power of digital and AI."
SLB,Oil & Gas Equipment & Services,2024Q3,Olivier Le Peuch,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.8,"This is presenting opportunities for high margin growth, and we have taken a leading role in this space, partnering with our customers to accelerate their transition to the cloud, scaling new technology for drilling and production operations, and creating new markets by delivering disruptive solutio"
SLB,Oil & Gas Equipment & Services,2024Q3,James West,Analyst,Analyst,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.4,"But for next year, but digital uptake is accelerating and the quality of the digital uptake, not just going to the cloud, but also using all the AI tools is accelerating as well."
SLB,Oil & Gas Equipment & Services,2024Q3,Olivier Le Peuch,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",No,0.8,"They are evolving our technology from traditional on-premise solutions to cloud, edge, and now AI, including generative AI."
SLB,Oil & Gas Equipment & Services,2024Q3,Olivier Le Peuch,CEO,Executive,"Internal Automation, AI Infrastructure",No,0.7,"And finally, the third leg of growth in our digital portfolio is the emergence of new data and AI capability, as you have seen, the Lumi that we have put in place."
SLB,Oil & Gas Equipment & Services,2024Q3,Kurt Hallead,Analyst,Analyst,AI-Native Product,No,0.3,"In the context of the follow-up meetings, what were one or two insights that emerged from those discussions with potential clients for your generative AI product?"
SLB,Oil & Gas Equipment & Services,2024Q3,Olivier Le Peuch,CEO,Executive,"Internal Automation, AI Infrastructure",No,0.6,"So, if take away, I think, at a high level, I think, customers realized that we are more than just one geoscience application on the cloud, and we have a digital value proposition that expands across different domains and across different technology stack on-prem, cloud, edge AI, and across the diff"
SLB,Oil & Gas Equipment & Services,2024Q3,Olivier Le Peuch,CEO,Executive,AI Infrastructure,No,0.7,"Our ability to not only participate fully but also gain share in this market and unlock white space in this market, such as with Lumi data and AI, and offer edge autonomous operation, I think will create a long growth opportunity that will be largely uncorrelated."
SLB,Oil & Gas Equipment & Services,2024Q3,Olivier Le Peuch,CEO,Executive,"Internal Automation, AI Infrastructure",No,0.6,"Hence, the operation of Lumi as a platform to address customers that are more interested in unlocking data and directly accessing AI through a data platform as opposed to having to adopt the full suite."
SLB,Oil & Gas Equipment & Services,2024Q4,Olivier Le Peuch,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.7,"Our customers continue to embrace the power of cloud computing, AI, and digital operations to shorten cycle times and improve operating efficiencies."
SLB,Oil & Gas Equipment & Services,2024Q4,Stephane Biguet,CFO,Executive,"AI-Native Product, AI Infrastructure, Risk/Regulatory",Yes,0.5,"On a full year basis, Digital revenue of $2.44 billion grew 20% year-on-year, supported by close to 35% growth from Cloud, AI, and Edge technology."
SLB,Oil & Gas Equipment & Services,2024Q4,Olivier Le Peuch,CEO,Executive,AI Infrastructure,No,0.6,"We believe the market leadership we have taken, our platform approach, and our first-mover advantage in Cloud and AI will enable robust growth in the years to come, outpacing overall industry growth."
SLB,Oil & Gas Equipment & Services,2024Q4,Olivier Le Peuch,CEO,Executive,"Internal Automation, AI Infrastructure",No,0.8,"Finally, we are unlocking a new market with our Lumi™ platform connecting unstructured data and datasets from exploration and production workflows, which supports customer access to AI capabilities."
SLB,Oil & Gas Equipment & Services,2024Q4,Olivier Le Peuch,CEO,Executive,AI-Native Product,No,0.6,Customers are keen to connect their datasets and unlock data insights using our AI platform.
STX,"Technology Hardware, Storage & Peripherals",2023Q3,Dave Mosley,CEO,Executive,AI Infrastructure,No,0.4,"We create more data continually through videos, communications, AI, and other mediums, all of which require storage."
STX,"Technology Hardware, Storage & Peripherals",2023Q4,Dave Mosley,CEO,Executive,"AI-Native Product, AI Infrastructure",Yes,0.7,We also believe the timing for demand recovery could be affected by spending priorities focused on accelerating the build-out of compute-intensive AI infrastructure.
STX,"Technology Hardware, Storage & Peripherals",2023Q4,Erik Woodring,Analyst,Analyst,Uncategorized,No,0.2,"Now, Dave, I just wanted to ask if you could flesh out the comment you made in your prepared remarks about the timing of a demand recovery being delayed by AI investments."
STX,"Technology Hardware, Storage & Peripherals",2023Q4,Dave Mosley,CEO,Executive,"AI Infrastructure, Risk/Regulatory",No,0.3,So that’s AI and that’s a high priority for cloud service providers and people doing stuff on-prem as well.
STX,"Technology Hardware, Storage & Peripherals",2023Q4,Kurt Swartz,Analyst,Analyst,"AI-Native Product, AI Infrastructure",No,0.1,Open to delve into generative AI implications for both HDD and SSD demand.
STX,"Technology Hardware, Storage & Peripherals",2023Q4,Dave Mosley,CEO,Executive,AI Infrastructure,No,0.6,There are some generative AI discussions that are very transactional and probably don’t need a whole lot of HDD and then there are a lot that are very video-intensive and want data to be sequestered in a certain tank so that nothing else can touch it.
STX,"Technology Hardware, Storage & Peripherals",2023Q4,Dave Mosley,CEO,Executive,AI Infrastructure,No,0.3,"And I think to the questions about generative AI and other feature sets, we’re not at peak cloud yet."
STX,"Technology Hardware, Storage & Peripherals",2023Q4,Dave Mosley,CEO,Executive,Uncategorized,No,0.5,"However, we remain excited as ever for the long-term opportunities for mass capacity storage, and it’s brought about by existing and emerging trends that are underpinned by data like AI, like we talked about today."
STX,"Technology Hardware, Storage & Peripherals",2024Q1,Dave Mosley,CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.7,These include both core IT workloads as well as AI-specific workloads.
STX,"Technology Hardware, Storage & Peripherals",2024Q1,Erik Woodring,Analyst,Analyst,Uncategorized,Yes,0.1,Now the world is clearly different today both from a macro outlook and the emergence of AI as kind of a board-level investment priority.
STX,"Technology Hardware, Storage & Peripherals",2024Q1,Dave Mosley,CEO,Executive,AI Infrastructure,Yes,0.3,"And then you layer on top of all these new applications that will be really sped up with features like AI and generative AI on top of them, I think that there's big healthy demand growth coming."
STX,"Technology Hardware, Storage & Peripherals",2024Q1,Mark Miller,Analyst,Analyst,Uncategorized,No,0.0,You mentioned AI opportunities in VIA cameras and other areas.
STX,"Technology Hardware, Storage & Peripherals",2024Q1,Dave Mosley,CEO,Executive,AI Infrastructure,No,0.3,"I think it's really hard to quantify just yet, but there's a lot of stuff going on in, I'll say big data around AI."
STX,"Technology Hardware, Storage & Peripherals",2024Q2,Dave Mosley,CEO,Executive,"AI-Native Product, AI Infrastructure",Yes,0.8,"While TCO remains a key driver for mass capacity storage, data center operators are also focused on power and space consumption, particularly as investments in compute-intensive infrastructure proliferate to support generative AI applications."
STX,"Technology Hardware, Storage & Peripherals",2024Q2,Dave Mosley,CEO,Executive,"AI-Native Product, AI Infrastructure",No,0.5,The interesting dynamic as I look back on the last one and a half years was the push for AI and how it consumed a lot of compute dollars for the compute infrastructure that was going on in the data centers.
STX,"Technology Hardware, Storage & Peripherals",2024Q2,Dave Mosley,CEO,Executive,Vague/Buzzword,No,0.5,"The one point that you just raised was the whole AI TPC demand, which I think is still very early innings in this but we do see opportunity there, high-end workstations, if you will, that are running AI applications may actually be an interesting opportunity."
STX,"Technology Hardware, Storage & Peripherals",2024Q2,Dave Mosley,CEO,Executive,AI Infrastructure,No,0.5,There's many AI applications from what I'm hearing that there's just not enough power for and our infrastructure is going to be critical.
STX,"Technology Hardware, Storage & Peripherals",2024Q2,Dave Mosley,CEO,Executive,AI Infrastructure,Yes,0.5,"Again, I think in the AI applications that are really exploding right now, power is going to become one of the limiting factors."
STX,"Technology Hardware, Storage & Peripherals",2024Q2,Mark Miller,Analyst,Analyst,Uncategorized,No,0.4,What kind of traction are you seeing from AI-related opportunities?
STX,"Technology Hardware, Storage & Peripherals",2024Q2,Dave Mosley,CEO,Executive,AI Infrastructure,No,0.7,"Yes, Mark, I'm pretty cynical sometimes on these things, and I'm looking for POs that actually say AI on them."
STX,"Technology Hardware, Storage & Peripherals",2024Q3,Dave Mosley,CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.9,"However, new applications continue to emerge that use AI analytics to form actionable insights from data at the edge, where an estimated 80% of data resides."
STX,"Technology Hardware, Storage & Peripherals",2024Q3,Toshiya Hari,Analyst,Analyst,AI Infrastructure,No,0.4,"Dave, in your opening comments, you mentioned AI."
STX,"Technology Hardware, Storage & Peripherals",2024Q3,Dave Mosley,CEO,Executive,AI Infrastructure,No,0.5,"AI is indeed a significant topic, and I understand it can be confusing for many due to the extensive marketing surrounding it."
SRE,Multi-Utilities,2023Q4,Allen Nye,CEO of Oncor,Executive,"AI Infrastructure, Risk/Regulatory",Yes,0.9,"Data center development continues to be robust across our service territory, including new sites that have the potential to support hyperscale computing and generative artificial intelligence services."
SRE,Multi-Utilities,2024Q1,Jeff Martin,CEO,Executive,AI Infrastructure,Yes,0.8,"In addition to the long-term demand from reshoring and electrification of transportation, artificial intelligence and data centers are driving new growth in digital infrastructure with demand estimates tripling from 2.5% of total U.S."
SRE,Multi-Utilities,2024Q1,Craig Shere,Analyst,Analyst,AI Infrastructure,No,0.2,"For the same reasons, you've announced increasing demand in your domestic utility networks and T&D networks from data centers to AI, but also coal-to-gas fuel switching and other."
SRE,Multi-Utilities,2024Q2,Karen Sedgwick,CFO,Executive,"Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.7,"Substantial innovative features of the facility include AI-enabled solutions, high-resolution cameras, enhanced drone data, and line conductor fault detection."
SRE,Multi-Utilities,2024Q3,Jeff Martin,CEO,Executive,"AI Infrastructure, Risk/Regulatory",Yes,0.8,"The International Energy Agency is now estimating that by 2026, global AI and data centers will require nearly twice the amount of electricity that the State of Texas currently consumes each year."
SRE,Multi-Utilities,2024Q3,Jeff Martin,CEO,Executive,Risk/Regulatory,Yes,0.9,"And as I said in my prepared remarks, I think that our AI exposure is an understated investment thesis at Sempra."
NOW,Systems Software,2023Q3,Bill McDermott,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.9,GenAI represents 36% of AI spending overall.
NOW,Systems Software,2023Q3,Gina Mastantuono,CFO,Executive,"Internal Automation, AI Infrastructure",Yes,0.8,By launching at the end of the quarter we have already closed four GenAI-related enterprise deals and we're seeing strong pipeline build for our plus SKUs.
NOW,Systems Software,2023Q3,Kash Rangan,Analyst,Analyst,Uncategorized,No,0.7,"And I'm sure that CEOs that you do business with have been somewhat cautious the last three to four quarters, but it looks like things are stable, and with the tailwind of potentially a soft landing, if I could use that expression, a software landing and AI, as wind in your sails, what does the comp"
NOW,Systems Software,2023Q3,Bill McDermott,CEO,Executive,Internal Automation,No,0.8,"Now you add the productivity tailwind of generative AI on this once-in-a-generation ServiceNow platform, and you have achieved a very important business transformation."
NOW,Systems Software,2023Q3,Sanjit Singh,Analyst,Analyst,Uncategorized,Yes,0.6,"Bill, regarding your discussion on GenAI trials and acquiring four customers at the end of the quarter, do you anticipate that the adoption of ITSM Pro Plus compared to Pro could happen more quickly than what you've experienced over the past five years with ITSM Pro?"
NOW,Systems Software,2023Q3,CJ Desai,President and COO,Executive,AI-Native Product,No,0.8,"However, we are having many, many conversations with some of the iconic companies and public sector customers, around ServiceNow's generative AI offering."
NOW,Systems Software,2023Q3,Bill McDermott,CEO,Executive,"AI-Native Product, AI Infrastructure",Yes,0.8,"Our GenAI offerings, for example, are really reinforcing our ability to help accelerate their transformation journey, and they're seeing tremendous opportunity in GenAI on our platform."
NOW,Systems Software,2023Q3,Gregg Moskowitz,Analyst,Analyst,Uncategorized,No,0.5,"So it's really interesting that you signed four large deals on September 30th, literally right after the availability of Vancouver, and Now Assist, and it sounds like your GenAI Tech was a clear catalyst, if not the catalyst for these transactions."
NOW,Systems Software,2023Q3,CJ Desai,President and COO,Executive,Internal Automation,No,0.8,"This is not something where now large language models need to be fine-tuned for one customer at a time, and the way our engineering team has implemented this solution, I can tell you, Generative AI is probably one of the best, if not the best complement I have seen to the ServiceNow platform, where "
NOW,Systems Software,2023Q3,Kirk Materne,Analyst,Analyst,Uncategorized,No,0.5,"Bill and CJ, I was wondering if you could just talk about the concept of starting to deliver AI solutions that are more vertically oriented."
NOW,Systems Software,2023Q3,CJ Desai,President and COO,Executive,Internal Automation,No,0.8,One of the things that I realized after having this Pro Plus conversation with customers on a large sample size is that generative AI or our Pro Plus SKU is a productivity multiplier.
NOW,Systems Software,2023Q3,Michael Turrin,Analyst,Analyst,Uncategorized,No,0.5,"It sounds more clear in terms of some initial value you're seeing from the GenAI capabilities, but are there other swing factors we should keep in mind understanding Q4 is very important, but anything you can add is useful."
NOW,Systems Software,2023Q3,Samad Samana,Analyst,Analyst,Uncategorized,No,0.5,I had a slightly different version of the question focusing on GenAI.
NOW,Systems Software,2023Q3,Gina Mastantuono,CFO,Executive,Uncategorized,No,0.7,"As you recall, at Analyst Day, we actually showed a lot of live demos of the work that we were doing around generative AI."
NOW,Systems Software,2023Q3,Samad Samana,Analyst,Analyst,Uncategorized,No,0.6,"In your Board-level talks, are you noticing that the budget allocated for spending on GenAI is being sourced from other areas of the IT budget, or is it considered a strategic necessity that requires funding regardless of growth in the overall IT budget?"
NOW,Systems Software,2023Q3,Bill McDermott,CEO,Executive,Uncategorized,Yes,0.8,"Yes, Samad, CEOs have Boards of Directors, and they want to have a GenAI plan in place."
NOW,Systems Software,2023Q3,Derrick Wood,Analyst,Analyst,Uncategorized,No,0.6,"I guess, either for Bill or CJ, but I was hoping you could expand on your new AI Lighthouse program with NVIDIA and Accenture."
NOW,Systems Software,2023Q3,Bill McDermott,CEO,Executive,AI-Native Product,No,0.8,"I'd like to first acknowledge NVIDIA, in particular, has been such a great partner, really taking their fantastic GPU technology, and then working hand-in-glove with them on fine-tuning these large language models, especially beginning in IT, but even more recognized that one of the great brands, an"
NOW,Systems Software,2023Q3,CJ Desai,President and COO,Executive,AI-Native Product,No,0.9,"But in this specific program, what most do not know is that NVIDIA's software team is working very closely with ServiceNow's engineering team to really innovate on generative AI, and that is a very important point as part of this Lighthouse program is the engineering collaboration between NVIDIA and"
NOW,Systems Software,2023Q4,Bill McDermott,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.9,Artificial intelligence is injecting new fuel into our already high-performing growth engine.
NOW,Systems Software,2023Q4,Gina Mastantuono,CFO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.8,"In Q4, our Gen AI products drove the largest net new ACV contribution for our first full quarter of any of our new product family releases ever, including our original Pro SKU."
NOW,Systems Software,2023Q4,Brad Zelnick,Analyst,Analyst,Internal Automation,No,0.5,"Bill, it's clear that the Now platform is a destination of choice for enterprise AI and modern digital workflows."
NOW,Systems Software,2023Q4,Bill McDermott,CEO,Executive,Internal Automation,Yes,0.9,"What's really happening and I can say this after 186 CEO meetings in the last six months, the CEOs are now getting very involved with the Gen AI revolution."
NOW,Systems Software,2023Q4,Mark Murphy,Analyst,Analyst,Uncategorized,No,0.4,"So, Bill, I don't think I've heard any other software companies say that its Gen AI products produced the strongest net new ACV of any product family."
NOW,Systems Software,2023Q4,Bill McDermott,CEO,Executive,Risk/Regulatory,Yes,0.7,The Visa strategic partnership is utilizing Gen AI solutions to handle end-to-end dispute resolutions with customers.
NOW,Systems Software,2023Q4,CJ Desai,President and COO,Executive,"Internal Automation, Risk/Regulatory",No,0.8,The Element AI team was absolutely a game changer from a talent perspective.
NOW,Systems Software,2023Q4,Arjun Bhatia,Analyst,Analyst,Internal Automation,No,0.6,Is that attributed to some of this AI adoption and the Plus SKU?
NOW,Systems Software,2023Q4,CJ Desai,President and COO,Executive,Internal Automation,Yes,0.8,"So, AI and specifically Pro Plus SKU was a catalyst, both for our employee and customer workflow."
NOW,Systems Software,2023Q4,Kash Rangan,Analyst,Analyst,Uncategorized,No,0.5,"It looks like generative AI is making sales cycles easier, if I could say that, and has the potential to bring in repeat business with existing customers at a faster pace and magnitude."
NOW,Systems Software,2023Q4,CJ Desai,President and COO,Executive,Uncategorized,No,0.6,"Regarding generative AI, the demand differs by industry."
NOW,Systems Software,2023Q4,Bill McDermott,CEO,Executive,"Internal Automation, Risk/Regulatory",Yes,0.8,"So, if you just think about that for a minute, you say, well, what can generative AI do to automate document generation, for example, that would be in line with regulatory protocols and you come up with site contracting agreements, for example, that also include the patient because the patient has t"
NOW,Systems Software,2023Q4,Gina Mastantuono,CFO,Executive,Uncategorized,No,0.7,"Specifically, when you think about investments in R&D headcount, it's all around continued innovation and our investments in Gen AI and AI."
NOW,Systems Software,2023Q4,Bill McDermott,CEO,Executive,Internal Automation,No,0.8,"We actually even had with legal service delivery, AI tell us that we're spending too much time on contracts less than $250,000."
NOW,Systems Software,2023Q4,Samad Samana,Analyst,Analyst,Uncategorized,No,0.4,"Specifically, regarding the 200 basis points, could you break down how much of that was due to the adoption of Gen AI and the net new ACV that exceeded expectations versus the strength of the renewal cohort?"
NOW,Systems Software,2023Q4,Gina Mastantuono,CFO,Executive,Uncategorized,No,0.6,"And I would say it's driven probably half and half by net new ACV outperformance, and certainly, Gen AI is in there, but it's not all Gen AI."
NOW,Systems Software,2023Q4,Samad Samana,Analyst,Analyst,Internal Automation,No,0.4,"But as you think about the product portfolio and some of the newer products you've talked about over the last year or so beyond Gen AI's observability or ERP workflows, where are you seeing the most demand or interest outside of Gen AI?"
NOW,Systems Software,2023Q4,CJ Desai,President and COO,Executive,Internal Automation,No,0.8,"So, as I'm walking through this list besides Gen AI and then I can tell you the same thing about security, risk, and so our asset management had a phenomenal 2023."
NOW,Systems Software,2023Q4,Alex Zukin,Analyst,Analyst,Uncategorized,No,0.5,The discussions around Gen AI and its tangible effects on the model and this quarter were impressive.
NOW,Systems Software,2023Q4,Gina Mastantuono,CFO,Executive,Uncategorized,Yes,0.6,"What I'd like to mention is that Gen AI products contributed the largest net new annual contract value in their first full quarter compared to any of our other new product families, including the original Pro SKU."
NOW,Systems Software,2023Q4,Gina Mastantuono,CFO,Executive,Uncategorized,Yes,0.7,The advancements in Gen AI and our entire product portfolio will contribute to that growth.
NOW,Systems Software,2023Q4,CJ Desai,President and COO,Executive,Internal Automation,Yes,0.9,"So, from an IT service management perspective, IT operations management perspective, this is not a generative AI-specific deal, but it was very much a very strategic transaction on the foundational platform for automation and digital services at this large financial services institution."
NOW,Systems Software,2023Q4,Joel Fishbein,Analyst,Analyst,Uncategorized,No,0.4,"And the second question around public sector is, what do you think their AI adoption cadence is going to look like from your perspective?"
NOW,Systems Software,2023Q4,CJ Desai,President and COO,Executive,Vague/Buzzword,No,0.8,"And then in Q4, our Australia public sector team also did really well, and we had significant platform expansion with some of the large central governments and their agencies, including generative AI."
NOW,Systems Software,2023Q4,Joel Fishbein,Analyst,Analyst,Uncategorized,No,0.4,And just as the follow-up on the public sector adopting AI.
NOW,Systems Software,2023Q4,CJ Desai,President and COO,Executive,Uncategorized,No,0.6,"The trajectory, so I just want to make sure that you understand, first, is that our Gen AI conversations have started with the government."
NOW,Systems Software,2024Q1,William McDermott,Chairman and Chief Executive Officer,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.9,"Equinix is deploying Now Assist AI for HR workflows, aiming to increase agent productivity by 30%."
NOW,Systems Software,2024Q1,Gina Mastantuono,Chief Financial Officer,Executive,"Internal Automation, AI Infrastructure",Yes,0.8,"Our GenAI products were in 7 of our top 10 deals, and we closed 7 deals over $1 million in ACV in the quarter, including wins at a second Wall Street bank, a leading cybersecurity firm, and many more, including a significant win for ITOM Pro Plus, which just launched in March."
NOW,Systems Software,2024Q1,Kasthuri Rangan,Analyst,Analyst,Uncategorized,No,0.1,"My question about AI is regarding when it will be more widely adopted, particularly in terms of sales cycles."
NOW,Systems Software,2024Q1,William McDermott,Chairman and Chief Executive Officer,Executive,Internal Automation,No,0.7,"As I said, process optimization is the single biggest GenAI use case in the enterprise."
NOW,Systems Software,2024Q1,Chirantan Desai,President and Chief Operating Officer,Executive,Internal Automation,No,0.5,"We are absolutely executing well within that environment given our promise of efficiency and automation, which resonates well, combined with our in-platform generative AI, which also resonates well because that is an accelerant to the productivity enhancements that an organization can make."
NOW,Systems Software,2024Q1,William McDermott,Chairman and Chief Executive Officer,Executive,Internal Automation,No,0.9,What I definitely see is the preference for GenAI now.
NOW,Systems Software,2024Q1,Gina Mastantuono,Chief Financial Officer,Executive,Vague/Buzzword,Yes,0.7,"We talked about 7 deals in the top 10 that had GenAI in them, and significant deals over $1 million as well."
NOW,Systems Software,2024Q1,Sanjit Singh,Analyst,Analyst,Uncategorized,No,0.2,"Bill, I wanted to ask a little bit about GenAI adoption within ServiceNow, you mentioned Now on Now, but in terms of just the GenAI adoption, both broadly and with the engineering team, it looks like you're hiring for this quarter in R&D, you've kept a pace."
NOW,Systems Software,2024Q1,Chirantan Desai,President and Chief Operating Officer,Executive,Internal Automation,No,0.5,"I would say that we absolutely believe, and we have seen that GenAI is helping our software engineers code faster."
NOW,Systems Software,2024Q1,William McDermott,Chairman and Chief Executive Officer,Executive,Uncategorized,No,0.6,"And one thing just to share with you, I expect someday we could do the earnings call where we're all in the same room together, and we'll take you through the living, learning lab of a GenAI-run company here at ServiceNow."
NOW,Systems Software,2024Q1,Gina Mastantuono,Chief Financial Officer,Executive,Internal Automation,Yes,0.5,"I would just add, we are absolutely customer zero, 100% on all of our GenAI use cases."
NOW,Systems Software,2024Q1,Keith Bachman,Analyst,Analyst,AI-Native Product,No,0.1,"First, Gina, I don't know if this is for you or not, but acknowledge that the adoption does seem quite strong for the various GenAI offerings."
NOW,Systems Software,2024Q1,Gina Mastantuono,Chief Financial Officer,Executive,Internal Automation,Yes,0.6,"Yes, we'll definitely give you a lot more details on all things GenAI at Investor Day, and that's in a week and a bit."
NOW,Systems Software,2024Q1,Gregg Moskowitz,Analyst,Analyst,Uncategorized,No,0.2,"Bill, getting back to the topic of IT budgets as it relates to ServiceNow broadly, can you give us a sense of how much of GenAI software spend is incremental today as opposed to perhaps coming from other areas of IT?"
