Company,Sector,Quarter,AI Mentions,Total Segments,AI Intensity %,Top Category,Who Brought It Up,Quantified Impact,Best Quote,Speaker
PAYC,Human Resource & Employment Services,2024Q3,5,58,8.6,Internal Automation,Both (3E/2A),Yes,"By utilizing our own AI agent, we were able to connect our clients to the right solution faster, improving our immediate response rates by 25% without any additional human interaction.",Chad Richison
PAYC,Human Resource & Employment Services,2024Q4,3,74,4.1,Internal Automation,Both (2E/1A),Yes,"Paycom's AI agent, which was rolled out to our service team six months ago, utilizes our own knowledge-based semantic search model to provide faster responses and help our clients more quickly and consistently than ever before.",Chad Richison
PAYC,Human Resource & Employment Services,2025Q3,10,60,16.7,AI Infrastructure,Both (5E/5A),Yes,"To facilitate the automation experience, including IWant and future AI developments in the pipeline, we significantly expanded our data center capabilities, spending roughly $100 million of AI-focused CapEx on our Phoenix and Oklahoma City data centers.",Chad Richison
PYPL,Transaction & Payment Processing Services,2023Q1,4,49,8.2,Internal Automation,Executive,Yes,"For several years, we've been at the forefront of advanced forms of machine learning and AI to combat fraud and implement our sophisticated risk management programs.",Daniel Schulman
PYPL,Transaction & Payment Processing Services,2023Q2,4,30,13.3,Internal Automation,Executive,Yes,"Our initial experiences with AI and continuing advances in our processes, infrastructure, and product quality enable us to see a future where we do things better, faster, and cheaper.",Daniel Schulman
PYPL,Transaction & Payment Processing Services,2023Q3,1,17,5.9,AI-Native Product,Executive,Yes,These data points can help us use AI to power a robust shopping recommendation engine to provide more relevant rewards and savings back to our customers.,Alex Chriss
PYPL,Transaction & Payment Processing Services,2024Q1,3,34,8.8,Internal Automation,Executive,Yes,"For example, DraftKings recently went live with our fraud management solution, Fraud Protection Advanced, which combines our intelligence with advanced machine learning and analytics to help businesses protect themselves from ever-evolving fraud threats.",Alex Chriss
PYPL,Transaction & Payment Processing Services,2024Q2,0,47,0.0,,,No,,
PYPL,Transaction & Payment Processing Services,2024Q3,0,29,0.0,,,No,,
PYPL,Transaction & Payment Processing Services,2024Q4,3,35,8.6,Internal Automation,Both (2E/1A),Yes,"We made deliberate investments in AI and automation, which are critical to our future.",Alex Chriss
PYPL,Transaction & Payment Processing Services,2025Q1,1,46,2.2,AI-Native Product,Executive,Yes,Regal Cinemas has adopted our fraud protection advance service which allows merchants to leverage PayPal’s decades of fraud intelligence and advance machine learning to improve their risk decisions and capture even more revenue.,Alex Chriss
PYPL,Transaction & Payment Processing Services,2025Q2,3,42,7.1,AI-Native Product,Executive,Yes,"With PayPal's unmatched scale and trusted brands, our strategy is laser-focused on anticipating and fulfilling what customers need today and what they'll expect tomorrow, whether they're buying online, in-store or through AI agents.",Alex Chriss
PYPL,Transaction & Payment Processing Services,2025Q3,5,41,12.2,Uncategorized,Both (3E/2A),Yes,"It also means building for a future where consumers can pay through AI agents powered by Google, OpenAI, Perplexity, and others.",Alex Chriss
PYPL,Transaction & Payment Processing Services,2025Q4,2,34,5.9,AI-Native Product,Executive,Yes,"Our vision is to create a universally trusted catalog that AI agents can access, discover, and transact with safely and securely.",Jamie Miller
PNR,Industrial Machinery & Supplies & Components,2024Q3,0,100,0.0,,,No,,
PNR,Industrial Machinery & Supplies & Components,2024Q4,0,101,0.0,,,No,,
PNR,Industrial Machinery & Supplies & Components,2025Q1,0,104,0.0,,,No,,
PNR,Industrial Machinery & Supplies & Components,2025Q2,0,83,0.0,,,No,,
PNR,Industrial Machinery & Supplies & Components,2025Q3,1,92,1.1,AI-Native Product,Executive,No,"I do think that it is the time to consider how we're gonna use artificial intelligence, how we're gonna look at our enterprise product technology opportunities, how we're gonna digitize factories, and how we're gonna provide elite customer experiences.",John Stauch
PEP,Soft Drinks & Non-alcoholic Beverages,2023Q4,0,54,0.0,,,No,,
PEP,Soft Drinks & Non-alcoholic Beverages,2024Q1,0,53,0.0,,,No,,
PEP,Soft Drinks & Non-alcoholic Beverages,2024Q2,0,50,0.0,,,No,,
PEP,Soft Drinks & Non-alcoholic Beverages,2024Q3,0,42,0.0,,,No,,
PEP,Soft Drinks & Non-alcoholic Beverages,2024Q4,0,54,0.0,,,No,,
PFE,Pharmaceuticals,2023Q3,0,77,0.0,,,No,,
PFE,Pharmaceuticals,2023Q4,1,99,1.0,AI-Native Product,Executive,Yes,"We are also leveraging AI and other digital tools across the value chain to increase speed and success rates, starting with our fourth-generation PCV vaccine candidate, which recently entered the clinic and received FDA Fast Track designation.",Albert Bourla
PFE,Pharmaceuticals,2024Q1,0,54,0.0,,,No,,
PFE,Pharmaceuticals,2024Q2,0,35,0.0,,,No,,
PFE,Pharmaceuticals,2024Q3,0,30,0.0,,,No,,
PCG,Multi-Utilities,2023Q2,3,47,6.4,AI-Native Product,Both (2E/1A),Yes,"To name just a few, since 2017, we have installed over 600 high-definition cameras now with AI capabilities, more than 1,400 weather stations and almost 1,400 sectionalizing devices.",Patti Poppe
PCG,Multi-Utilities,2023Q3,0,6,0.0,,,No,,
PCG,Multi-Utilities,2023Q4,0,49,0.0,,,No,,
PCG,Multi-Utilities,2024Q1,1,54,1.9,AI Infrastructure,Executive,Yes,Our weather stations with AI-enabled cameras often serve as the first notification and first responders.,Carolyn Burke
PCG,Multi-Utilities,2024Q2,3,82,3.7,AI Infrastructure,Executive,Yes,Over 600 wildfire cameras with AI smoke detection automatically notifying first responders.,Patricia Poppe
PCG,Multi-Utilities,2024Q3,0,67,0.0,,,No,,
PCG,Multi-Utilities,2024Q4,0,16,0.0,,,No,,
PCG,Multi-Utilities,2025Q1,2,73,2.7,AI-Native Product,Executive,Yes,And also the density of talent needed to maximize the potential of artificial intelligence.,Patty Poppe
PCG,Multi-Utilities,2025Q2,3,57,5.3,AI Infrastructure,Executive,Yes,"Our 10-gigawatt pipeline enables California to create thousands of new construction and permanent jobs in the state, secure the future of AI and tech in California for decades to come and generate billions of dollars in annual revenue for the state through increased property taxes and additional sal",Patricia Kessler Poppe
PM,Tobacco,2023Q4,0,46,0.0,,,No,,
PM,Tobacco,2024Q1,0,33,0.0,,,No,,
PM,Tobacco,2024Q2,0,49,0.0,,,No,,
PM,Tobacco,2024Q3,0,41,0.0,,,No,,
PM,Tobacco,2024Q4,0,38,0.0,,,No,,
PSX,Oil & Gas Refining & Marketing,2023Q2,0,73,0.0,,,No,,
PSX,Oil & Gas Refining & Marketing,2023Q3,0,57,0.0,,,No,,
PSX,Oil & Gas Refining & Marketing,2023Q4,0,72,0.0,,,No,,
PSX,Oil & Gas Refining & Marketing,2024Q1,0,56,0.0,,,No,,
PSX,Oil & Gas Refining & Marketing,2024Q2,0,55,0.0,,,No,,
PNW,Multi-Utilities,2023Q2,0,45,0.0,,,No,,
PNW,Multi-Utilities,2023Q3,0,46,0.0,,,No,,
PNW,Multi-Utilities,2023Q4,0,61,0.0,,,No,,
PNW,Multi-Utilities,2024Q1,0,28,0.0,,,No,,
PNW,Multi-Utilities,2024Q2,0,56,0.0,,,No,,
PNC,Diversified Banks,2023Q2,0,59,0.0,,,No,,
PNC,Diversified Banks,2023Q3,0,103,0.0,,,No,,
PNC,Diversified Banks,2023Q4,0,109,0.0,,,No,,
PNC,Diversified Banks,2024Q1,0,109,0.0,,,No,,
PNC,Diversified Banks,2024Q2,0,114,0.0,,,No,,
PNC,Diversified Banks,2025Q4,4,86,4.7,Internal Automation,Both (3E/1A),Yes,"Inside of that, AI is 20% of that increase beyond what we spend already.",Bill Demchak
POOL,Distributors,2023Q1,0,90,0.0,,,No,,
POOL,Distributors,2023Q2,0,22,0.0,,,No,,
POOL,Distributors,2023Q3,0,80,0.0,,,No,,
POOL,Distributors,2023Q4,0,91,0.0,,,No,,
POOL,Distributors,2025Q1,0,85,0.0,,,No,,
POOL,Distributors,2025Q2,0,59,0.0,,,No,,
POOL,Distributors,2025Q3,2,53,3.8,Internal Automation,Executive,No,They have embraced the AI tools that we have available to us.,Peter Arvan
PPG,Specialty Chemicals,2023Q1,0,103,0.0,,,No,,
PPG,Specialty Chemicals,2023Q4,0,86,0.0,,,No,,
PPG,Specialty Chemicals,2024Q1,0,77,0.0,,,No,,
PPG,Specialty Chemicals,2024Q2,0,78,0.0,,,No,,
PPG,Specialty Chemicals,2024Q3,0,86,0.0,,,No,,
PPG,Specialty Chemicals,2024Q4,0,84,0.0,,,No,,
PPL,Electric Utilities,2023Q3,0,44,0.0,,,No,,
PPL,Electric Utilities,2023Q4,1,58,1.7,AI-Native Product,Executive,Yes,"It means expanding our industry-leading use of technology, including smart grids, automation, data analytics, AI, and technologies that haven't even been invented yet to build a self-healing grid.",Vince Sorgi
PPL,Electric Utilities,2024Q1,1,28,3.6,AI-Native Product,Executive,Yes,"Ultimately, data centers are key to American competitiveness and AI deployment moving forward, and we are actively engaged to support their expansion.",Vincent Sorgi
PPL,Electric Utilities,2024Q2,2,39,5.1,Internal Automation,Executive,Yes,"First, we will improve the reliability and resiliency of our oil and gas networks through updated design criteria and system hardening to better protect against more frequent and severe storms; through automation, AI and smart grid technology that offers self-healing grid capabilities; through grid-",Vince Sorgi
PPL,Electric Utilities,2024Q3,0,75,0.0,,,No,,
PFG,Life & Health Insurance,2023Q3,0,89,0.0,,,No,,
PFG,Life & Health Insurance,2023Q4,0,75,0.0,,,No,,
PFG,Life & Health Insurance,2024Q1,0,81,0.0,,,No,,
PFG,Life & Health Insurance,2024Q2,0,102,0.0,,,No,,
PFG,Life & Health Insurance,2024Q3,1,75,1.3,Uncategorized,Executive,Yes,"In the last 18 to 24 months, I think it’s worth noting, we’ve also continued to invest in AI-based dental claims technologies to assist our claims examiners and improve their claims payment accuracy.",Amy Friedrich
PG,Personal Care Products,2023Q3,0,60,0.0,,,No,,
PG,Personal Care Products,2023Q4,0,57,0.0,,,No,,
PG,Personal Care Products,2024Q1,0,42,0.0,,,No,,
PG,Personal Care Products,2024Q2,1,60,1.7,AI-Native Product,Executive,Yes,"We're also utilizing AI tools for optimizing fill rates and for dynamic routing and sourcing optimization, with projected savings opportunities of $200 million to $300 million across these areas.",Jon Moeller
PG,Personal Care Products,2024Q3,0,51,0.0,,,No,,
PGR,Property & Casualty Insurance,2023Q3,0,79,0.0,,,No,,
PGR,Property & Casualty Insurance,2023Q4,0,36,0.0,,,No,,
PGR,Property & Casualty Insurance,2024Q1,2,78,2.6,Internal Automation,Both (1E/1A),No,"We've been working with machine learning and large language models for over a decade, which has allowed us to implement various tools like a Chatbot that can provide documents without human intervention.",Tricia Griffith
PGR,Property & Casualty Insurance,2024Q2,0,64,0.0,,,No,,
PGR,Property & Casualty Insurance,2024Q3,2,95,2.1,Uncategorized,Both (1E/1A),Yes,"So we have overall what you can call it, AI, ChatGPT, large language models.",Tricia Griffith
PLD,Industrial REITs,2023Q3,1,79,1.3,AI Infrastructure,Executive,No,"So the markets are strong, but the data center opportunities, if you can get the power, the demand is there and it’s been boosted by AI and a bunch of other things.",Hamid Moghadam
PLD,Industrial REITs,2023Q4,0,67,0.0,,,No,,
PLD,Industrial REITs,2024Q1,0,70,0.0,,,No,,
PLD,Industrial REITs,2024Q2,0,73,0.0,,,No,,
PLD,Industrial REITs,2024Q3,0,83,0.0,,,No,,
PRU,Life & Health Insurance,2023Q2,1,62,1.6,Internal Automation,Executive,Yes,The new partnership will allow group insurance clients to harness AI and data science capabilities to make more informed workplace benefit decisions.,Charlie Lowrey
PRU,Life & Health Insurance,2023Q3,1,57,1.8,AI-Enhanced Feature,Executive,Yes,"These include Enrolofy, an innovative platform transforming the enrollment experience for millions of employees and Evolution IQ, an AI-driven platform that will streamline the disability claims process.",Charles Lowrey
PRU,Life & Health Insurance,2023Q4,0,27,0.0,,,No,,
PRU,Life & Health Insurance,2024Q1,0,61,0.0,,,No,,
PRU,Life & Health Insurance,2024Q2,1,58,1.7,Vague/Buzzword,Executive,Yes,"This includes expanding our products and distribution and using artificial intelligence, machine learning, and other technology to deliver exceptional sales, service, and claims experiences.",Charlie Lowrey
PEG,Electric Utilities,2023Q1,0,120,0.0,,,No,,
PEG,Electric Utilities,2023Q2,0,31,0.0,,,No,,
PEG,Electric Utilities,2023Q3,0,68,0.0,,,No,,
PEG,Electric Utilities,2023Q4,2,66,3.0,AI Infrastructure,Both (1E/1A),No,"Again, if you think about what the state has been pushing from an economic development standpoint, there is a lot of AI activities.",Ralph LaRossa
PEG,Electric Utilities,2024Q1,2,67,3.0,AI Infrastructure,Executive,Yes,"This data center opportunity has the potential to create a nexus between economic development and energy policy, and we stand ready to support New Jersey in its recent efforts to create an in-state artificial intelligence hub, our New Jersey nuclear units could provide access to a highly reliable, c",Ralph LaRossa
PTC,Application Software,2023Q1,0,15,0.0,,,No,,
PTC,Application Software,2023Q2,0,15,0.0,,,No,,
PTC,Application Software,2023Q3,2,66,3.0,AI-Native Product,Both (1E/1A),No,"A lot of engineers saying, what does AI mean to engineering?",Jim Heppelmann
PTC,Application Software,2023Q4,0,14,0.0,,,No,,
PTC,Application Software,2024Q1,0,78,0.0,,,No,,
PSA,Self-Storage REITs,2023Q1,0,76,0.0,,,No,,
PSA,Self-Storage REITs,2023Q2,0,74,0.0,,,No,,
PSA,Self-Storage REITs,2023Q3,0,76,0.0,,,No,,
PSA,Self-Storage REITs,2023Q4,0,81,0.0,,,No,,
PSA,Self-Storage REITs,2024Q1,0,93,0.0,,,No,,
PHM,Homebuilding,2023Q1,0,63,0.0,,,No,,
PHM,Homebuilding,2023Q2,0,87,0.0,,,No,,
PHM,Homebuilding,2023Q3,0,55,0.0,,,No,,
PHM,Homebuilding,2023Q4,0,52,0.0,,,No,,
PWR,Construction & Engineering,2023Q1,0,78,0.0,,,No,,
PWR,Construction & Engineering,2023Q2,1,78,1.3,AI Infrastructure,Executive,No,"When considering transmission, it is certainly essential during fuel switching, especially as load shifts from data centers and AI to various sectors, resulting in widespread load growth in the industry.",Duke Austin
PWR,Construction & Engineering,2023Q3,0,61,0.0,,,No,,
PWR,Construction & Engineering,2023Q4,3,69,4.3,AI Infrastructure,Both (1E/2A),Yes,"The advancements in technology, particularly with AI and data centers, are significant drivers.",Duke Austin
PWR,Construction & Engineering,2024Q1,4,58,6.9,AI Infrastructure,Both (2E/2A),Yes,"Utilities across the United States are experiencing and forecasting meaningful increases in power demand for the first time in many years driven by the adoption of new technologies and related infrastructure, including artificial intelligence and data centers, as well as federal and state policies d",Duke Austin
QCOM,Semiconductors,2023Q1,1,60,1.7,AI-Native Product,Executive,Yes,"In handsets, our recently announced Snapdragon 8 Gen 2 mobile platform begins a new era of AI accelerated experiences for smartphones.",Cristiano Amon
QCOM,Semiconductors,2023Q2,5,55,9.1,AI Infrastructure,Executive,Yes,"Our next-generation Snapdragon Compute platform, with custom Orion CPUs and industry-leading AI acceleration, is on schedule to enable commercial device launches in 2024.",Cristiano Amon
QCOM,Semiconductors,2023Q3,7,51,13.7,AI Infrastructure,Both (6E/1A),Yes,"Our fastest Snapdragon ever for Samsung defines a new standard in smartphone computing capabilities AI experiences, desktop-level gaming features, professional-grade photography, enhanced mobile productivity, and more.",Cristiano Amon
QCOM,Semiconductors,2023Q4,12,52,23.1,AI-Native Product,Both (9E/3A),Yes,"For example, in the latest Snapdragon 8 Gen 3 smartphone platform, state-of-the-art large language models, such as Llama and Vicuna with up to 10 billion parameters are running at up to 20 tokens per second.",Cristiano Amon
QCOM,Semiconductors,2025Q3,6,42,14.3,AI-Native Product,Both (5E/1A),Yes,"For example, Samsung noted that 70% of Galaxy S25 users are utilizing Galaxy AI and usage of Google Gemini AI has nearly tripled among S25 users compared to the S24.",Cristiano Amon
QCOM,Semiconductors,2025Q4,7,49,14.3,AI Infrastructure,Both (5E/2A),Yes,"At Snapdragon Summit in September, we introduced our Snapdragon 8 Elite Gen 5 mobile platform for next-generation flagship AI smartphones.",Cristiano Amon
DGX,Health Care Services,2023Q1,0,49,0.0,,,No,,
DGX,Health Care Services,2023Q2,1,49,2.0,Internal Automation,Executive,Yes,"Finally, our strategy includes driving operational improvements across the business with strategic deployment of automation and AI to improve quality, efficiency, and service.",James Davis
DGX,Health Care Services,2023Q3,2,56,3.6,Internal Automation,Executive,Yes,"Finally, our strategy includes driving operational improvements across the business with strategic deployment of automation and AI to improve quality, efficiency and service.",Jim Davis
DGX,Health Care Services,2024Q4,1,47,2.1,AI-Native Product,Executive,Yes,"Our investments in automation in AI delivered improvements in quality, customer experience, and productivity during the quarter and throughout all of 2024, which helped us deliver on our annual 3% Invigorate savings and productivity targets.",Jim Davis
DGX,Health Care Services,2025Q1,3,61,4.9,Internal Automation,Both (2E/1A),Yes,"We also continue to expand our use of automation, robotics, and AI, with the goal of improving quality, customer and employee experiences, and productivity.",Jim Davis
DGX,Health Care Services,2025Q2,1,56,1.8,Internal Automation,Executive,Yes,"Finally, we are focused on driving operational improvements across the business with the deployment of automation, AI, and other advanced technologies for improved quality, productivity, and customer and employee experiences.",Jim Davis
DGX,Health Care Services,2025Q3,1,54,1.9,AI-Native Product,Executive,Yes,"Finally, we are focused on driving operational improvements across the business with the deployment of automation, AI and other advanced technologies for improved quality, productivity and customer and employee experiences.",James Davis
DGX,Health Care Services,2025Q4,3,53,5.7,AI-Enhanced Feature,Both (2E/1A),Yes,"For example, our virtual AI agent has reduced routine logistics calls by up to 50%, and we expect a new AI logistics tool will help us reduce courier transportation times as we roll it out this year.",Jim Davis
Q,Semiconductor Materials & Equipment,2025Q1,4,59,6.8,Internal Automation,Executive,Yes,"For example, one AI system in commercial allows us to reduce delivery time by two-thirds, from 12 weeks to 4 weeks, with a net 30% cost reduction.",Ari Bousbib
Q,Semiconductor Materials & Equipment,2025Q2,4,47,8.5,Internal Automation,Both (3E/1A),Yes,"As you know, AI is a big deal for us.",Ari Bousbib
RL,"Apparel, Accessories & Luxury Goods",2024Q1,1,38,2.6,Uncategorized,Executive,No,"I think it's really an outcome of, one, the investments we've put in the brand; and two, the investments we've made in our consumer intelligence group and our use of AI and elasticity models to really drive more personalized communication with these new consumers and is really an important part of o",Jane Nielsen
RL,"Apparel, Accessories & Luxury Goods",2024Q2,1,25,4.0,AI-Native Product,Executive,Yes,"We also continued our early testing of generative AI, leveraging the technology to create select product descriptions on our digital site.",Patrice Louvet
RL,"Apparel, Accessories & Luxury Goods",2024Q3,2,40,5.0,AI-Native Product,Executive,Yes,"With our initial rollout limited to select sweaters, knit tops, and caps, this artificial intelligence-driven model enables better in-stock availability on sizing and best-selling products to drive incremental sales and improved conversion.",Patrice Louvet
RL,"Apparel, Accessories & Luxury Goods",2024Q4,1,44,2.3,AI-Native Product,Executive,Yes,This AI-driven model enables better in-stock availability on sizing and best-selling products to drive incremental sales and improve conversion.,Patrice Louvet
RL,"Apparel, Accessories & Luxury Goods",2025Q1,0,48,0.0,,,No,,
RJF,Investment Banking & Brokerage,2024Q1,0,59,0.0,,,No,,
RJF,Investment Banking & Brokerage,2024Q2,0,60,0.0,,,No,,
RJF,Investment Banking & Brokerage,2024Q3,0,35,0.0,,,No,,
RJF,Investment Banking & Brokerage,2024Q4,0,61,0.0,,,No,,
RJF,Investment Banking & Brokerage,2025Q1,1,72,1.4,Vague/Buzzword,Analyst,No,"If I could I was just hoping to ask a question on AI, although maybe you’ll tell me you’ll save it for Investor Day, but maybe I’ll just give it a shot here anyway.",Michael Cyprys
RTX,Aerospace & Defense,2023Q4,0,72,0.0,,,No,,
RTX,Aerospace & Defense,2024Q1,0,23,0.0,,,No,,
RTX,Aerospace & Defense,2024Q2,1,98,1.0,Internal Automation,Executive,Yes,We also continue to invest in our digital transformation and AI.,Chris Calio
RTX,Aerospace & Defense,2024Q3,0,91,0.0,,,No,,
RTX,Aerospace & Defense,2024Q4,2,96,2.1,Internal Automation,Executive,Yes,"This type of innovation will continue in 2025 as we plan to spend over $7.5 billion again on company and customer-funded R&D to both field new products and develop advanced capabilities that are critical for the next generation of commercial and defense platforms such as fuel efficiency, resilient n",Chris Calio
RTX,Aerospace & Defense,2025Q2,0,56,0.0,,,No,,
RTX,Aerospace & Defense,2025Q3,1,45,2.2,Internal Automation,Executive,Yes,"As we've highlighted before, we continue to develop and deploy our data analytics and AI tools to improve productivity and the speed and quality of decision-making in our business.",Christopher Calio
RTX,Aerospace & Defense,2025Q4,1,70,1.4,AI-Native Product,Executive,Yes,"We're also continuing to deploy our proprietary data analytics and AI tools across our factories to monitor daily key performance indicators, identify bottlenecks to reduce work in process, and track equipment health and performance.",Chris Calio
O,Retail REITs,2023Q1,0,61,0.0,,,No,,
O,Retail REITs,2023Q2,0,65,0.0,,,No,,
O,Retail REITs,2025Q1,0,83,0.0,,,No,,
O,Retail REITs,2025Q2,2,72,2.8,Uncategorized,Both (1E/1A),Yes,I never thought about using AI.,Sumit Roy
O,Retail REITs,2025Q3,2,73,2.7,Internal Automation,Executive,Yes,"To that point, our proprietary predictive analytics AI tool, developed over the past 6 years, informs decision-making across sourcing, underwriting, lease negotiations, and capital recycling.",Sumit Roy
REG,Retail REITs,2023Q1,0,82,0.0,,,No,,
REG,Retail REITs,2025Q1,0,53,0.0,,,No,,
REG,Retail REITs,2025Q2,0,75,0.0,,,No,,
REG,Retail REITs,2025Q3,0,64,0.0,,,No,,
REG,Retail REITs,2025Q4,0,69,0.0,,,No,,
REGN,Biotechnology,2023Q1,0,65,0.0,,,No,,
REGN,Biotechnology,2025Q1,0,56,0.0,,,No,,
REGN,Biotechnology,2025Q2,0,56,0.0,,,No,,
REGN,Biotechnology,2025Q3,0,64,0.0,,,No,,
REGN,Biotechnology,2025Q4,2,47,4.3,AI-Native Product,Executive,Yes,These phase three data from the cat and MERS programs will be presented at the upcoming Quad AI Conference.,George Yancopoulos
RF,Regional Banks,2023Q1,0,58,0.0,,,No,,
RF,Regional Banks,2025Q1,0,59,0.0,,,No,,
RF,Regional Banks,2025Q2,1,40,2.5,Internal Automation,Executive,No,"And so the issue is, as we leverage that technology, including artificial intelligence and generative AI, is how can we use those tools?",David Turner
RF,Regional Banks,2025Q3,1,59,1.7,Vague/Buzzword,Executive,Yes,"We have an opportunity, I think, to move that up quite a bit when you talk about artificial intelligence and things of that nature, I think, can be helpful.",David Turner
RF,Regional Banks,2025Q4,2,75,2.7,Uncategorized,Executive,Yes,"These investments strengthen security, enhance the customer experience, support growth, and expand the use of both traditional and generative AI across the company.",John Turner
RSG,Environmental & Facilities Services,2023Q1,0,104,0.0,,,No,,
RSG,Environmental & Facilities Services,2025Q1,0,89,0.0,,,No,,
RSG,Environmental & Facilities Services,2025Q2,1,84,1.2,Internal Automation,Executive,Yes,"And then on the efficiency side, we're starting to use AI to build routes.",Jon Vander Ark
RSG,Environmental & Facilities Services,2025Q3,0,79,0.0,,,No,,
RMD,Health Care Equipment,2023Q1,0,58,0.0,,,No,,
RMD,Health Care Equipment,2024Q4,1,48,2.1,AI-Native Product,Executive,Yes,"Leveraging an extraordinary ecosystem of almost 19 billion nights of de-identified medical data, we are developing and continuing to expand our portfolio of artificial intelligence-driven capabilities, as well as customer-facing AI products that we're launching into the market from our ecosystem.",Michael Farrell
RMD,Health Care Equipment,2025Q1,2,55,3.6,AI-Enhanced Feature,Executive,Yes,"We've made significant investments in our product offerings, including the expansion of the availability of cloud-connectable devices, the integration of artificial intelligence into our latest and greatest digital offerings, and the scaling of our digital health tools, such as our patient managemen",Michael Farrell
RMD,Health Care Equipment,2025Q2,1,48,2.1,Internal Automation,Executive,Yes,"Through cloud-connectable medical devices, masks, and accessories as well as digital platforms and ongoing investments in technology, including specifically ML, AI, and generative AI.",Michael Farrell
RMD,Health Care Equipment,2025Q3,1,41,2.4,AI-Native Product,Executive,No,"With cloud-connected devices, digital health platforms, and investments in machine learning, artificial intelligence, as well as generative AI technology.",Mick Farrell
RMD,Health Care Equipment,2025Q4,1,38,2.6,AI-Native Product,Executive,Yes,"We focus on developing market-leading masks, cloud-connected devices, and digital sleep health platforms, while also increasing our investments in AI and GenAI technology.",Michael J. Farrell
RVTY,Health Care Equipment,2024Q4,1,61,1.6,Internal Automation,Executive,Yes,One is predominantly a step up in our digital investments across both e-commerce and AI capabilities.,Prahlad Singh
RVTY,Health Care Equipment,2025Q1,1,57,1.8,AI-Native Product,Executive,Yes,Signals One is our newly reimagined version of the core Signals data platform; an all-in-one solution designed to manage data across our customers' scientific workflows with new and expanded AI capabilities.,Prahlad Singh
RVTY,Health Care Equipment,2025Q2,0,59,0.0,,,No,,
RVTY,Health Care Equipment,2025Q3,4,51,7.8,Internal Automation,Both (3E/1A),Yes,"First, let me start with AI.",Prahlad R. Singh
RVTY,Health Care Equipment,2025Q4,5,53,9.4,AI-Native Product,Both (4E/1A),Yes,"Another item we are extremely excited about as we move into 2026 is our recent introduction and upcoming launch of our AI models as a service platform, Signals Synthetica.",Prahlad Singh
HOOD,Investment Banking & Brokerage,2024Q1,1,62,1.6,Uncategorized,Executive,Yes,"First, we’ve invested in building strong data science and product analytics capabilities from inception, which I believe is becoming a key differentiator as AI becomes more important.",Vlad Tenev
HOOD,Investment Banking & Brokerage,2024Q2,4,65,6.2,AI-Native Product,Executive,Yes,"Additionally, we acquired Pluto to help us move even faster in AI and advisory.",Jason Warnick
HOOD,Investment Banking & Brokerage,2024Q3,0,54,0.0,,,No,,
HOOD,Investment Banking & Brokerage,2024Q4,2,70,2.9,Vague/Buzzword,Executive,No,"We intend to continue innovating, investing in technology, and fine-tuning the right products to stay advantageous amidst two major technological shifts in our industry: artificial intelligence and crypto technology.",Vlad Tenev
HOOD,Investment Banking & Brokerage,2025Q1,2,96,2.1,Risk/Regulatory,Executive,Yes,"Now we have companies such as OpenAI and SpaceX that are still private, with valuations in the hundreds of billions.",Vlad Tenev
ROK,Electrical Components & Equipment,2024Q1,0,71,0.0,,,No,,
ROK,Electrical Components & Equipment,2024Q2,1,54,1.9,AI-Native Product,Executive,Yes,"I'm proud of the vitality of our product development here, demonstrated by recent organic product launches and partnerships with Microsoft and NVIDIA that are focused on specific customer use cases, especially those that will benefit from simulation and simplification using artificial intelligence.",Blake Moret
ROK,Electrical Components & Equipment,2024Q3,0,87,0.0,,,No,,
ROK,Electrical Components & Equipment,2024Q4,1,51,2.0,AI-Native Product,Executive,Yes,Last quarter we launched our Vision AI Solutions to help customers improve their quality and yield.,Blake Moret
ROK,Electrical Components & Equipment,2025Q1,1,67,1.5,AI-Native Product,Executive,Yes,"Our autonomous mobile robots were selected to help address Thermo's workforce challenges by optimizing their warehouses through Otto's AI-enabled path determination and movement flexibility, freeing up labor to focus on more value-adding tasks.",Blake Moret
ROL,Environmental & Facilities Services,2024Q1,0,45,0.0,,,No,,
ROL,Environmental & Facilities Services,2024Q2,0,69,0.0,,,No,,
ROL,Environmental & Facilities Services,2024Q3,0,65,0.0,,,No,,
ROL,Environmental & Facilities Services,2024Q4,0,69,0.0,,,No,,
ROL,Environmental & Facilities Services,2025Q1,0,81,0.0,,,No,,
ROP,Electronic Equipment & Instruments,2024Q1,7,70,10.0,Uncategorized,Both (5E/2A),Yes,"Importantly, in the quarter, Deltek launched a new GenAI-powered digital assistant, Dela, which will be integrated across Deltek's core software applications.",Neil Hunn
ROP,Electronic Equipment & Instruments,2024Q2,4,50,8.0,Internal Automation,Both (3E/1A),Yes,"Importantly, and as we started to highlight last quarter, Deltek's new GenAI-powered digital assistant Dela is in the process of being integrated across Deltek's core suite of software applications.",Neil Hunn
ROP,Electronic Equipment & Instruments,2024Q3,3,84,3.6,AI-Native Product,Both (2E/1A),Yes,"Over the past few quarters, we have highlighted Aderant's improved product development velocity and, in particular, with GenAI powered features.",Neil Hunn
ROP,Electronic Equipment & Instruments,2024Q4,8,56,14.3,Uncategorized,Both (4E/4A),Yes,"For example, Deltek made meaningful investments in their cloud tech stack, specifically with GenAI investments and saw meaningful improvement in enterprise bookings during the second half of the year.",Neil Hunn
